"responseid","manip","num_reason","reason"
"R_30f9YRd5CbJeVRq",4,1,"The government did nothing to level the ground between industries that suffered (hospitality) and those that thrived (tech)"
"R_30f9YRd5CbJeVRq",4,2,"The government was irresponsible in its covid response, which exacerbated the effects of the pandemic"
"R_AboUp9bY9MnlOvL",2,1,"Because the government offered grants to those who were self employed and I presume others on benefits"
"R_AboUp9bY9MnlOvL",2,2,"I think the government did what they thought best at the time"
"R_31MMBUSfdDOwVA7",4,1,"lack of ppe"
"R_31MMBUSfdDOwVA7",4,2,"and not being prepared for such a pandemic"
"R_3gzoPGuoxWpOsgN",4,1,"the effects of their policies regarding the poor before the pandemic were intensified by the pandemic"
"R_3gzoPGuoxWpOsgN",4,2,"their awarding of contracts allowed the rich to plunder the public purse"
"R_2ZCaiSDnPW0edzX",4,1,"Certain government policies, such as strict lockdowns and business closures, while necessary for public health, have had a more significant impact on lower-income groups."
"R_2ZCaiSDnPW0edzX",4,2,"The pandemic has highlighted pre-existing socioeconomic disparities, such as income inequality and limited access to healthcare and education."
"R_31zIP0TQ8VwOb7y",5,1,"They provided more help for the rich, work from home was encouraged and people were helped to do that. Poor people did not in general get that option and many lost their jobs."
"R_31zIP0TQ8VwOb7y",5,2,"Bail outs were given to big companies who in turn did not pass it on to their employees and customers."
"R_27jp5oNJKUD9Urh",5,1,"Because they set the tax and benefits levels"
"R_27jp5oNJKUD9Urh",5,2,"They had ultimate control over the situation and gave out contracts"
"R_3EX37YXZ8ZjfVMb",3,1,"The inequality was always there didn't start because of covid"
"R_3EX37YXZ8ZjfVMb",3,2,"There is always a new loophole that the wealthy find"
"R_25R9AliAqYTuoJ6",4,1,"The government can tax more"
"R_25R9AliAqYTuoJ6",4,2,"The government can increase minimum wage"
"R_2OT2N4Q9z4jLcKp",2,1,"The Pandemic was not the governments doing."
"R_2OT2N4Q9z4jLcKp",2,2,"The goverment didnt force any companies to get rid of staff."
"R_1P14IRA1Sz83bKh",5,1,"They gave contracts to family and friends"
"R_1P14IRA1Sz83bKh",5,2,"They didn't close the borders sooner and shut the airports"
"R_tGmyCcngnyzj9u1",3,1,"WE WERNT PREPARED FOR A PANDEMIC SO DIDNT KNOW WHAT WOULD HAPPEN"
"R_tGmyCcngnyzj9u1",3,2,"DAMMED IF YOU DO AND DAMMNED IF YOU DONT , NO ONE KNEW HOW THIS WOULD COME OFF"
"R_2c8Fr6XAzFRueV8",5,1,"The UK government used the pandemic to illegally funnel money to it's cronies and upper class colleagues. It is corrupt asset stripping and our equivalent of an oligarchy system."
"R_2c8Fr6XAzFRueV8",5,2,"The absolute incompetence of them, the lying to the public about everything that did."
"R_6F0N8iqbmZVV757",5,1,"Unnecessary restrictions"
"R_6F0N8iqbmZVV757",5,2,"Corrupt ministers"
"R_2q4L84pxEFUhA5O",4,1,"The government did not do enough to help low income families during the pandemic"
"R_2q4L84pxEFUhA5O",4,2,"The government enabled companies with already great wealth to get wealthier"
"R_33ewljSh4xQLwgr",3,1,"I dont know"
"R_33ewljSh4xQLwgr",3,2,"I dont think the government could do much about it ."
"R_3I3Oh6a38XIYQwr",2,1,"things like 'the rich getting richer' occur almost regardless of situation, no matter what government does or does not do"
"R_3I3Oh6a38XIYQwr",2,2,"there are always trade-offs - if lower income groups were exempted from lockdowns due to higher economic burden, then they would (presumably) have suffered even higher infection rates and relative death numbers"
"R_2ceAIzwgKduJFsg",4,1,"because they unfairly awarded contracts"
"R_2ceAIzwgKduJFsg",4,2,"They did not help th epoor on benefits enough"
"R_2alDrtvfnA4dI1k",3,1,"Lack of information on the subject"
"R_2alDrtvfnA4dI1k",3,2,"The effects are far downstream of government"
"R_2Xo1Rw1svrDpBGJ",5,1,"Quantitative easing in the pre-Brexit years leading up to the pandemic"
"R_2Xo1Rw1svrDpBGJ",5,2,"Corruption in handing out government contracts"
"R_1M6rIDnp4LQ2Kc9",5,1,"The government locked us all down"
"R_1M6rIDnp4LQ2Kc9",5,2,"The government controls the economy and could have done more"
"R_3fHHia1OIRv2eRQ",5,1,"Their policies favoured the rich. Eg. They gave lucrative contracts to personal contacts for business related to the pandemic such as providing PPE."
"R_3fHHia1OIRv2eRQ",5,2,"They failed to tax extra profits made by companies who made more profit during and from the pandemic."
"R_1GJGAEmJ1uplKVs",2,1,"Some things were out of Government control"
"R_1GJGAEmJ1uplKVs",2,2,"Nobody knew how long the pandemic would last"
"R_C8k2qm0s3VRhjbz",4,1,"the government has made the rich richer"
"R_C8k2qm0s3VRhjbz",4,2,"the government has not helped the poor throughout the pandemic"
"R_2q9ui80YiVLsJIp",4,1,"They got to place restrictions"
"R_2q9ui80YiVLsJIp",4,2,"People broke rules and got away with it"
"R_1CvECAshDBaMmi5",4,1,"they don't seem to want to make changes that could impact themselves"
"R_1CvECAshDBaMmi5",4,2,"they don't seem to be making any positive changes to help people"
"R_1dpnS1yrGQs72C4",2,1,"Just because things happen doesn't mean the govt is responsible."
"R_1dpnS1yrGQs72C4",2,2,"Unemployment is low"
"R_1OpqUalkt8uTOAd",5,1,"the restrictions were set out by the government"
"R_1OpqUalkt8uTOAd",5,2,"the restrictions were mocked by the government"
"R_3emL9kbaXHOL7Uo",5,1,"The government could have done much more to help the poor during the pandemic"
"R_3emL9kbaXHOL7Uo",5,2,"The rich were able to profit too much from the pandemic and the government should have taxed them more"
"R_25u28Jwomzdflwn",4,1,"not supporting businesses and thereby causing businesses to close and job loses"
"R_25u28Jwomzdflwn",4,2,"not supporting retail workers who were often forced to work by employers"
"R_ulE6fgMdGvDL65r",4,1,"Restrictions the government put in place on trading greatly affected small businesses. Those that could adapt and offer, for example, safety equipment did really well from this. Or another example, chain restaurants that were able to move to online deliveries did well were smaller companies went bust."
"R_ulE6fgMdGvDL65r",4,2,"It seems they tried to help with furlough payments. I'm not sure what they could have done to protect lower income groups from infection without more information. Is it because at lot of lower income workers places of work remained open increasing their risk to Covid 19. Or having smaller houses/living closer to their neighbours helped spread it?"
"R_2XgF9DYC8gvpQT6",5,1,"they did almost nothing to help stop this"
"R_2XgF9DYC8gvpQT6",5,2,"only people with office jobs could work since they could do it form home."
"R_3NP1SKF4P7R3XNb",5,1,"They did the bare minimum to protect people against job losses"
"R_3NP1SKF4P7R3XNb",5,2,"Did not tax or fine businesses"
"R_2VvAUArIb2eoayi",4,1,"I think the government could of been more efficient with vaccine roll out to lower income households."
"R_2VvAUArIb2eoayi",4,2,"There should of been better scheme set up, so companies didn't have to cut their workforce over the pandemic."
"R_b2762uaDRqaeGhb",5,1,"Keeping their friends in profit"
"R_b2762uaDRqaeGhb",5,2,"Ensuring they keep their own incomes up"
"R_ZFdcP0xo6eC0HzX",2,1,"The government wasn't responsible for the nature of the pandemic. They just had to try and deal with it as best they could"
"R_ZFdcP0xo6eC0HzX",2,2,"Covid-19 didn't dicriminate who was infected by it. It affected everyone and that wasn't the fault of the government"
"R_3F3fa5TvZAy1uc3",4,1,"i hate the tories"
"R_3F3fa5TvZAy1uc3",4,2,"they dont care about those on the lower rungs of society"
"R_73D4bzYB0JYy5wt",4,1,"No windfall tax"
"R_73D4bzYB0JYy5wt",4,2,"Using taxpayer money to pay to Serco"
"R_1NFh9gp594DTnfE",5,1,"Bad decisions"
"R_1NFh9gp594DTnfE",5,2,"Biased contracts"
"R_2zkDNNPWhDSdulE",4,1,"Inflation caused by money printing"
"R_2zkDNNPWhDSdulE",4,2,"Extra stress on NHS due to govt. policy"
"R_UQiNW09qkdzxkUp",5,1,"Not enough due diligence done concerning new businesses being given contracts"
"R_UQiNW09qkdzxkUp",5,2,"Lower income citizens have no back up to provide income"
"R_3nd8gbq4pkH6da5",3,1,"The furlough scheme the Government implented was a great idea in preventing people from losing their jobs, potentially making the lower paid population poorer."
"R_3nd8gbq4pkH6da5",3,2,"The furlough scheme was extended which I thought was very fair"
"R_1K2yB31m3b2a96c",5,1,"Decisions around who didnt qualify for furlough eg self employed etc"
"R_1K2yB31m3b2a96c",5,2,"Giving out contracts with litte or no tender to people they know with millions which was wasted"
"R_1ln81EMsoOWH0ut",5,1,"Less chance of working from home on a lower income"
"R_1ln81EMsoOWH0ut",5,2,"The shut down made the rich richer"
"R_2e3cFI5nz8bjldY",5,1,"Crooked government"
"R_2e3cFI5nz8bjldY",5,2,"Covid spending was disgusting"
"R_bfscolMSI1kGw4V",2,1,"the government offered additional support to industries hit the hardest"
"R_bfscolMSI1kGw4V",2,2,"The government gave furlough payments to employees in the industries affected"
"R_1QLrR6SeJrlSc4b",4,1,"The way they handled the pandemic was poor which affected those with the least money"
"R_1QLrR6SeJrlSc4b",4,2,"The government didn't protect those with low incomes"
"R_3PcU4NTf3WaLdos",5,1,"Decisions made in Corporate interests"
"R_3PcU4NTf3WaLdos",5,2,"Total disdain for the general public"
"R_29oH3ff7nGvzHjW",5,1,"Dine out to help out scheme was just to help out the pockets of the rich, this spread infection."
"R_29oH3ff7nGvzHjW",5,2,"the government spent billions of useless PPE and a track and trace system, this money could have been spent to help those affected and those who lost jobs but the money was spent on things that seemed to get government and their doners richer"
"R_2ykMIyASmVEbiq2",5,1,"they gave pp contracts to their friends"
"R_2ykMIyASmVEbiq2",5,2,"they didn`t help the poor enough"
"R_BVN9fVlfnUIHsid",5,1,"Innaction"
"R_BVN9fVlfnUIHsid",5,2,"More concerned about lining their friends pockets by giving them pandemic related contracts."
"R_1IhgA6kf8cOQ08X",4,1,"It alligned a big divide of who could get by or who was on the line and struggling - the divide was more noticeable, so more an affect of an ongoing issue that was sped up by Covid"
"R_1IhgA6kf8cOQ08X",4,2,"It did not give advantage to those in certain jobs to get by, which will affect them for years, whilst some could carry on as normal, and in some cases, make more money of it"
"R_1Dr3MlvPqnhWWkE",4,1,"The government should have act quicker to prevent infections, e.g. mandatory vaccination, face maaks"
"R_1Dr3MlvPqnhWWkE",4,2,"The government should have offer extra help other than furlough scheme for low income individuals"
"R_r1t6NZm80yZGg49",2,1,"The extent of the pandemic was not known"
"R_r1t6NZm80yZGg49",2,2,"People should take responsibility for themselves sometimes"
"R_3mejOYR4WGc1bLB",5,1,"The Government was too slow to act"
"R_3mejOYR4WGc1bLB",5,2,"The Government brought in their own companies to profit during the pandemic"
"R_3EXp61LsA3K1I1Q",3,1,"Some businesses weren't allowed to open to be able to make money"
"R_3EXp61LsA3K1I1Q",3,2,"Other businesses managed to keep going by working from home"
"R_129VRbbGLjmkqg1",4,1,"Handing out contracts to companies those in government are involved with, helping the rich stay rich."
"R_129VRbbGLjmkqg1",4,2,"Failing to make it easier for people to receive money when furloughed."
"R_3L1jS11ATG2rWEW",5,1,"Poorer people had no choice but to carry on working."
"R_3L1jS11ATG2rWEW",5,2,"Poorer people were given less covid protection."
"R_1DoQTjDWPRw67FR",5,1,"too many lock downs"
"R_1DoQTjDWPRw67FR",5,2,"not enough support given to hospitality"
"R_3pkXxbfthZ8lRkU",2,1,"There was the furlough scheme"
"R_3pkXxbfthZ8lRkU",2,2,"No one could of predicted what would happen"
"R_2tJqZP4vzlVgLN6",1,1,"People had to stay at home thus saving money."
"R_2tJqZP4vzlVgLN6",1,2,"At home saving money thus meaning time and money to spend on other companies"
"R_VJa1iDI7cyD6Zxf",4,1,"The current UK government don't really care about its citizens"
"R_VJa1iDI7cyD6Zxf",4,2,"The current UK government only cares about its wealthy friends in higher up positions"
"R_x4wp4nZfRW04KTn",5,1,"People in low income jobs e.g retail and the food service industries were unable to work due to restrictions"
"R_x4wp4nZfRW04KTn",5,2,"The rich were able to isolate better due to having more money to order online shopping such as food and other essentials whereas poorer people could not afford that luxury meaning they still have to travel out risking contracting Covid 19"
"R_bBoUZBonaX16ECJ",3,1,"I don’t believe that the government had control of all external factors influencing this situation."
"R_bBoUZBonaX16ECJ",3,2,"The governments increased costs to do with the pandemic didn’t allow for additional spending on social issues at the time."
"R_23UIWMdFm3K6smj",2,1,"Special economic conditions are always going to favour some industries over others."
"R_23UIWMdFm3K6smj",2,2,"The government gave welfare to lower income families."
"R_3GD1tU0u9fjcnRE",4,1,"Those in high paying jobs were able to work from home easier so we’re less likely to catch covid-19"
"R_3GD1tU0u9fjcnRE",4,2,"Those on low paying contract work were more likely to lose their job"
"R_3PiPp2r0e26owps",5,1,"Greed"
"R_3PiPp2r0e26owps",5,2,"Lies"
"R_1rPuOWp9ZdREJow",2,1,"No preparation for such a pandemic"
"R_1rPuOWp9ZdREJow",2,2,"Additional help came too late"
"R_4SeCCrjrPpKKQO5",5,1,"Cronyism; the government paid billions to friends and allies, who profited massively during the pandemic (e.g. Michelle Mone)"
"R_4SeCCrjrPpKKQO5",5,2,"Lockdowns impacted retail and hospitality jobs far more than any other sector. Many workers in these sectors faced a 20% drop in income (furlough), and given many are already on national minimum wage, they would be unable to afford the necessities."
"R_3oNQ3ruKGoLwJu9",4,1,"Due to their policies"
"R_3oNQ3ruKGoLwJu9",4,2,"Not giving enough tax rises to the wealthy"
"R_1oileE668Tdo8Xh",3,1,"provided excessive contracts to some companies"
"R_1oileE668Tdo8Xh",3,2,"helped low incomes with furlough"
"R_2460lsDtLurdZdA",5,1,"Cost of living"
"R_2460lsDtLurdZdA",5,2,"Unable to work"
"R_2TnqEMLIKp8usMu",2,1,"Just the way things worked out"
"R_2TnqEMLIKp8usMu",2,2,"Government policy had little effect"
"R_1DGYp742DNbf3I6",4,1,"They had the ability to put policies in place to prevent this"
"R_1DGYp742DNbf3I6",4,2,"The governement chose who to buy PPE from for example"
"R_1liTup6BJn5VK9Y",5,1,"Lower income people got just enough assistance to live"
"R_1liTup6BJn5VK9Y",5,2,"Rich people got richer and from an outside perspective, they were litteraly preying on the poor, instead of using a small amount of profits to give back to the people that actually made them richer."
"R_1nZ2wi1q3dUe01Z",5,1,"conservatives"
"R_1nZ2wi1q3dUe01Z",5,2,"conservatives values"
"R_2QKRklRLboI2GIg",5,1,"money"
"R_2QKRklRLboI2GIg",5,2,"cared out themseleves"
"R_3svMUPRms5dyxG4",4,1,"PPE contracts"
"R_3svMUPRms5dyxG4",4,2,"Breaking the law"
"R_3iIHo3XZ5StmTI7",4,1,"They are letting big companies make excessive profits and still pay dividends"
"R_3iIHo3XZ5StmTI7",4,2,"They are allowing water and energy companies to essentially rape the public. Destroy our rivers and atmosphere and still make excessive profits and pay dividends"
"R_2ZEvxEh0X2OJe2O",4,1,"Boris Johnson and all his shenanigans"
"R_2ZEvxEh0X2OJe2O",4,2,"Don't have another one - sorry"
"R_3O3y8Opy8aQqfFf",3,1,"-99"
"R_3O3y8Opy8aQqfFf",3,2,"-99"
"R_Btvhj2sw2UdMLJf",5,1,"The Government were aware of the impact that this would have before implementing it and could have changed tactics to prevent such high losses"
"R_Btvhj2sw2UdMLJf",5,2,"They care little about what happens to normal people and only care about their own investments and profits."
